"OBJECTID","FEATURE_ID","HORIZ_ANG","ZENITH_ANG","VERTEX_X","VERTEX_Y","VERTEX_Z","DIST_2D","DIST_3D"
1,-1,90.000000,90.617625,935395.519976,550374.382103,3262.967200,3157.028790,3157.212222
2,-1,89.640002,90.507359,935415.355895,550374.319767,3269.043500,3157.028771,3157.152550
3,-1,89.279997,90.397089,935435.191485,550374.132759,3275.119800,3157.028715,3157.104536
4,-1,88.919998,90.286855,935455.025107,550373.821080,3281.194000,3157.028608,3157.068175
5,-1,88.560000,90.151483,935477.060168,550461.052533,3288.421300,3244.723939,3244.735279
6,-1,88.200002,90.000916,935500.193652,550548.128146,3296.946700,3332.419177,3332.419178
7,-1,87.840000,89.764620,935712.823804,555630.114702,3331.585700,8418.743131,8418.814173
8,-1,87.480000,89.514401,935761.820425,555540.344540,3367.609800,8331.047893,8331.347114
9,-1,87.120000,89.301411,935809.701563,555450.294195,3397.513500,8243.352592,8243.965364
10,-1,86.759999,89.117226,935861.422260,555447.529437,3424.017900,8243.352715,8244.331236
11,-1,86.400000,88.942726,935913.124256,555444.439548,3449.131100,8243.352602,8244.756272
12,-1,86.040001,88.789047,935631.725869,550629.487236,3369.299199,3420.299860,3421.063915
13,-1,85.680000,88.620818,936003.253669,555262.393652,3491.243500,8067.962216,8070.300171
14,-1,85.319999,88.436593,936053.789985,555258.416298,3517.201900,8067.962156,8070.966622
15,-1,84.960000,88.199487,936104.300055,555254.121687,3550.618200,8067.962265,8071.947553
16,-1,84.600000,87.912415,936154.782237,555249.509492,3591.088099,8067.962077,8073.320251
17,-1,84.240000,87.694802,936187.631909,555070.075467,3614.715600,7892.571606,7898.963841
18,-1,83.879999,87.519092,936236.956286,555064.943588,3638.962100,7892.571710,7899.976346
19,-1,83.519999,87.350565,936276.350236,554972.366673,3658.165500,7804.876307,7813.228186
20,-1,83.160000,87.191915,936325.058472,554966.679349,3679.826000,7804.876414,7814.259503
21,-1,82.800000,87.050732,936373.730290,554960.685922,3699.106700,7804.876381,7815.227772
22,-1,82.439999,86.911334,936433.957532,555041.744487,3722.903600,7893.000052,7904.482506
23,-1,82.080000,86.774433,936555.540950,555555.793656,3771.449200,8418.743138,8432.101640
24,-1,81.720000,86.545537,936607.909612,555548.340259,3805.196700,8418.742907,8434.067584
25,-1,81.360000,86.425033,936647.056515,555453.858164,3817.490800,8331.047706,8347.290971
26,-1,81.000000,86.307970,936685.064313,555359.216621,3828.922200,8243.352639,8260.496593
27,-1,80.640000,86.197443,936750.457883,555437.481229,3850.721000,8331.047935,8349.429120
28,-1,80.279998,86.091358,936787.273755,555342.369214,3860.224500,8243.352594,8262.571260
29,-1,79.920001,85.996398,936838.296618,555333.464376,3873.952100,8243.352670,8263.518437
30,-1,79.559999,85.909801,936889.263052,555324.239001,3886.473400,8243.352713,8264.402146
31,-1,79.200000,85.832539,936940.170102,555314.693416,3897.647400,8243.352520,8265.206475
32,-1,78.839999,85.744245,937092.856805,555821.050343,3949.573800,8769.524212,8793.770947
33,-1,78.480000,85.597486,937146.976447,555810.682254,3972.201800,8770.000118,8795.953589
34,-1,78.119999,85.489649,937200.837232,555799.042185,3988.770600,8769.524178,8796.766501
