"OBJECTID","FEATURE_ID","HORIZ_ANG","ZENITH_ANG","VERTEX_X","VERTEX_Y","VERTEX_Z","DIST_2D","DIST_3D"
1,-1,90.000000,72.071683,934396.506226,549292.190698,2801.195300,87.695362,92.170964
2,-1,89.640097,72.011981,934397.057078,549292.188729,2801.296200,87.695124,92.201847
3,-1,89.280006,71.953242,934397.608258,549292.188401,2801.397200,87.699990,92.237715
4,-1,88.920082,71.894165,934398.159110,549292.179871,2801.497300,87.700113,92.268891
5,-1,88.559900,71.835455,934398.710290,549292.167732,2801.596800,87.700097,92.299846
6,-1,88.200087,71.776930,934399.260814,549292.151984,2801.696000,87.699919,92.330650
7,-1,87.840092,71.718293,934399.811338,549292.128362,2801.793999,87.695331,92.356987
8,-1,87.480102,71.660438,934400.361862,549292.105724,2801.892200,87.695189,92.387703
9,-1,87.119965,71.603506,934400.912714,549292.084727,2801.990600,87.700163,92.423432
10,-1,86.760029,71.545652,934401.462581,549292.050278,2802.087300,87.695116,92.449208
11,-1,86.399918,71.488777,934402.012777,549292.017470,2802.184100,87.695188,92.479964
12,-1,86.040096,71.432761,934402.562645,549291.985974,2802.281099,87.700011,92.515378
13,-1,85.679895,71.375935,934403.112184,549291.941354,2802.376300,87.695182,92.541159
14,-1,85.320001,71.320531,934403.661724,549291.902969,2802.472400,87.700031,92.576488
15,-1,84.959903,71.264931,934404.210935,549291.856381,2802.567300,87.700141,92.607030
16,-1,84.599937,71.209050,934404.759163,549291.801263,2802.660999,87.695130,92.632424
17,-1,84.239926,71.154617,934405.308046,549291.752378,2802.755600,87.699849,92.667405
18,-1,83.879929,71.099395,934405.855617,549291.690699,2802.848400,87.695168,92.692994
19,-1,83.520004,71.045103,934406.403188,549291.630331,2802.941300,87.695253,92.723209
20,-1,83.160027,70.991105,934406.950431,549291.566355,2803.033700,87.695176,92.753191
21,-1,82.800007,70.937467,934407.497346,549291.499098,2803.125600,87.695264,92.783249
22,-1,82.439904,70.884182,934408.043933,549291.428232,2803.216900,87.695195,92.813041
23,-1,82.079933,70.831721,934408.590520,549291.358678,2803.308500,87.699889,92.847512
24,-1,81.720084,70.778539,934409.135138,549291.276329,2803.398100,87.695099,92.872448
25,-1,81.359974,70.726860,934409.681069,549291.200214,2803.488600,87.700128,92.907029
26,-1,81.000060,70.674372,934410.224703,549291.110975,2803.577100,87.695300,92.931722
27,-1,80.639902,70.623273,934410.769649,549291.027642,2803.666600,87.699973,92.965788
28,-1,80.279984,70.572088,934411.312955,549290.936435,2803.754700,87.700074,92.995149
29,-1,79.919988,70.522670,934411.854949,549290.837026,2803.838099,87.695329,93.018450
30,-1,79.560033,70.489789,934412.397927,549290.743522,2803.896400,87.700033,93.042339
31,-1,79.199970,70.456740,934412.939592,549290.641816,2803.953299,87.699895,93.061228
32,-1,78.839976,70.423456,934413.479618,549290.532236,2804.009000,87.695178,93.075431
33,-1,78.479918,70.391061,934414.019971,549290.423969,2804.064900,87.695275,93.094267
34,-1,78.120051,70.359660,934414.560324,549290.317014,2804.120800,87.700119,93.117604
35,-1,77.759888,70.327394,934415.098381,549290.196935,2804.174700,87.695110,93.131018
36,-1,77.399931,70.296071,934415.636437,549290.078497,2804.228800,87.695168,93.149299
37,-1,77.039926,70.265133,934416.173838,549289.956778,2804.282300,87.695343,93.167515
38,-1,76.680019,70.234496,934416.710254,549289.831450,2804.335200,87.695241,93.185295
39,-1,76.320035,70.204300,934417.246014,549289.702842,2804.387400,87.695256,93.202975
40,-1,75.960065,70.175004,934417.782102,549289.575545,2804.439799,87.700086,93.225277
41,-1,75.599939,70.144917,934418.315238,549289.435454,2804.490100,87.695249,93.237799
42,-1,75.239941,70.116307,934418.849686,549289.301268,2804.541300,87.699922,93.259596
43,-1,74.879941,70.087007,934419.380853,549289.154614,2804.590300,87.695165,93.271801
44,-1,74.519938,70.058609,934419.912348,549289.009274,2804.639500,87.695224,93.288624
45,-1,74.159977,70.031172,934420.444171,549288.865245,2804.688800,87.700096,93.310029
46,-1,73.800016,70.003494,934420.973697,549288.713014,2804.736699,87.699912,93.326225
47,-1,73.439930,69.976265,934421.502567,549288.557831,2804.784000,87.700172,93.342655
48,-1,73.079993,69.949372,934422.030125,549288.399039,2804.830600,87.700062,93.358518
49,-1,72.719975,69.922296,934422.555387,549288.232372,2804.875799,87.695211,93.369469
50,-1,72.359986,69.896183,934423.080976,549288.067018,2804.921100,87.695174,93.384994
51,-1,72.000073,69.870980,934423.606894,549287.902977,2804.966600,87.699947,93.405126
52,-1,71.639885,69.845102,934424.129203,549287.726468,2805.009800,87.695212,93.415556
53,-1,71.279947,69.820169,934424.651511,549287.551271,2805.053100,87.695185,93.430459
54,-1,70.920102,69.796147,934425.174148,549287.377387,2805.096600,87.699967,93.449961
55,-1,70.560012,69.771995,934425.694488,549287.195629,2805.138600,87.700018,93.464523
56,-1,70.200010,69.747664,934426.211876,549287.005997,2805.179099,87.695124,93.473942
57,-1,69.839875,69.724326,934426.729919,549286.817677,2805.219700,87.695151,93.488029
58,-1,69.480081,69.701423,934427.246322,549286.626404,2805.259600,87.695302,93.502005
59,-1,69.119932,69.679419,934427.763710,549286.436116,2805.299700,87.700181,93.520499
