"OBJECTID","FEATURE_ID","HORIZ_ANG","ZENITH_ANG","VERTEX_X","VERTEX_Y","VERTEX_Z","DIST_2D","DIST_3D"
1,-1,90.000000,90.698256,935378.604984,550341.247983,3258.523800,3157.028790,3157.263246
2,-1,89.639998,90.591106,935398.442215,550341.356906,3264.426800,3157.200035,3157.368061
3,-1,89.280000,90.483908,935418.278461,550341.169899,3270.334300,3157.199986,3157.312593
4,-1,88.920000,90.369165,935439.766279,550428.542756,3276.092300,3244.900012,3244.967368
5,-1,88.559997,90.253878,935460.149768,550428.094266,3282.621700,3244.899851,3244.931706
6,-1,88.200000,90.111076,935486.039152,550602.831449,3290.369200,3420.299967,3420.306394
7,-1,87.840000,89.854547,935695.908811,555596.980581,3318.372099,8418.743131,8418.770259
8,-1,87.480000,89.577373,935744.905432,555507.210420,3358.452800,8331.047893,8331.274539
9,-1,87.120001,89.363817,935797.215367,555505.195988,3389.512500,8331.499834,8332.013445
10,-1,86.759999,89.172029,935849.489213,555502.401702,3417.405300,8331.499999,8332.369991
11,-1,86.399999,88.991545,935901.715814,555498.827563,3443.648700,8331.047791,8332.338395
12,-1,86.039999,88.838297,935947.922087,555408.337258,3464.170300,8243.800090,8245.494881
13,-1,85.679999,88.681471,935992.944635,555316.705551,3484.716600,8155.657398,8157.817423
14,-1,85.319999,88.496533,936036.910754,555225.718529,3508.767000,8068.399969,8071.178559
15,-1,84.959999,88.286623,936095.128157,555308.784636,3540.973199,8156.100116,8159.748282
16,-1,84.599999,88.001232,936137.908583,555216.811394,3578.580900,8068.400055,8073.312037
17,-1,84.240000,87.754249,936179.561715,555124.624899,3609.969800,7980.700124,7986.834452
18,-1,83.879999,87.577604,936220.086897,555032.235320,3630.905400,7892.999997,7900.059605
19,-1,83.520000,87.405654,936259.482815,554939.653484,3650.664699,7805.299918,7813.308232
20,-1,83.160000,87.247005,936308.143479,554933.545229,3672.304000,7804.876414,7813.894607
21,-1,82.800000,87.099266,936356.868447,554927.972077,3692.499600,7805.300003,7815.313690
22,-1,82.439999,86.958894,936417.042540,555008.610367,3716.333000,7893.000052,7904.131197
23,-1,82.080000,86.823563,936478.267811,555088.794590,3739.898000,7980.699878,7992.979994
24,-1,81.719998,86.593844,936603.690460,555602.444153,3803.320100,8506.899900,8521.954351
25,-1,81.360000,86.466056,936630.209436,555421.171222,3811.530799,8331.500011,8347.372903
26,-1,80.999999,86.349491,936681.868125,555412.698142,3828.518800,8331.047991,8347.986157
27,-1,80.640001,86.236958,936733.616382,555404.793302,3844.980000,8331.500140,8349.501581
28,-1,80.279999,86.128255,936785.240950,555396.117138,3860.857000,8331.500022,8350.558504
29,-1,79.919998,86.035386,936836.809745,555387.116828,3874.424600,8331.499910,8351.485491
30,-1,79.559999,85.946882,936872.429096,555291.544841,3881.143200,8243.800073,8264.469912
31,-1,79.199999,85.868054,936939.772465,555368.145409,3898.878600,8331.499999,8353.211962
32,-1,78.839999,85.779497,936991.162454,555358.174957,3911.824600,8331.500131,8354.154878
33,-1,78.480000,85.632515,937130.061455,555777.548134,3966.808500,8770.000118,8795.541228
34,-1,78.120000,85.519182,937202.074106,555852.195294,3991.132300,8857.700003,8884.856160
35,-1,77.759999,85.397039,937256.500506,555840.567037,4010.134300,8857.700017,8886.360904
36,-1,77.399999,85.275470,937310.852432,555828.597244,4029.053400,8857.700159,8887.899318
37,-1,77.040000,85.155774,937384.796510,555901.751954,4055.120100,8945.400040,8977.467793
38,-1,76.679999,85.014013,937439.530652,555888.974748,4077.416500,8945.400153,8979.378253
39,-1,76.320000,84.871314,937494.183102,555875.853711,4099.870200,8945.400013,8981.357467
40,-1,75.959999,84.729655,937570.028095,555947.469710,4130.259900,9033.099960,9071.450653
41,-1,75.600000,84.640950,937603.114643,555848.112625,4136.093599,8944.914345,8984.184476
42,-1,75.239998,84.539081,936294.684189,550661.266372,3640.751300,3595.699959,3612.094012
43,-1,74.879998,84.396751,936316.512885,550655.441908,3649.767300,3595.699984,3612.963208
44,-1,74.520001,84.213125,936361.711614,550733.998838,3670.293600,3683.399812,3702.267182
45,-1,74.160001,84.021663,936383.996018,550727.751803,3682.732900,3683.399855,3703.542137
46,-1,73.800001,83.831196,936406.240724,550721.365005,3695.116200,3683.400021,3704.852523
47,-1,73.440000,83.627918,936453.441089,550798.900611,3718.136100,3771.099894,3794.542136
48,-1,73.080002,83.405720,936476.131332,550792.076149,3732.949600,3771.100092,3796.214952
49,-1,72.719998,83.180065,936498.778597,550785.108972,3748.007199,3771.100121,3797.973620
50,-1,72.360001,82.969248,936521.381242,550777.999734,3762.087499,3771.100125,3799.671372
51,-1,71.999998,82.772865,936516.838272,550687.340794,3764.094000,3683.400057,3712.898165
52,-1,71.640001,82.638973,936511.140449,550596.698915,3761.487800,3595.504754,3625.383201
53,-1,71.279998,82.487712,936532.622033,550589.700570,3771.167400,3595.700038,3626.829674
54,-1,70.920002,82.344425,936525.328084,550499.500619,3768.530799,3508.000115,3539.548856
55,-1,70.560002,82.223023,936546.135785,550492.229964,3776.100200,3507.999920,3540.564989
56,-1,70.199998,82.101950,936596.538900,550567.160589,3795.792800,3595.504904,3629.937985
57,-1,69.839999,81.981723,936587.612408,550477.297579,3791.158400,3508.000031,3542.634153
58,-1,69.479998,81.866324,936608.212761,550469.458028,3798.338900,3507.809786,3543.454555
59,-1,69.120001,81.768745,936628.897759,550461.845182,3804.464000,3508.000022,3544.514616
60,-1,68.759999,81.667741,936681.238534,550535.667213,3823.623600,3595.699932,3634.059771
61,-1,68.400002,81.566912,936702.270316,550527.416574,3830.088699,3595.700021,3635.002366
62,-1,68.039997,81.469712,936723.250261,550519.033716,3836.324299,3595.700047,3635.922102
63,-1,67.679999,81.375009,936744.176728,550510.519298,3842.402800,3595.700012,3636.828672
64,-1,67.319999,81.284787,936765.049390,550501.873646,3848.196500,3595.700093,3637.702124
65,-1,66.959999,81.195190,936785.867261,550493.096760,3853.952800,3595.699915,3638.578610
66,-1,66.599999,81.092431,936911.119307,550725.650757,3901.794200,3858.800031,3905.907539
67,-1,66.239997,80.953019,936933.256074,550715.760029,3911.384400,3858.590506,3907.197062
68,-1,65.879998,80.783541,936991.338635,550786.156542,3937.357000,3946.500031,3998.114504
69,-1,65.519999,80.612358,937013.938327,550775.952494,3949.464300,3946.500127,4000.071614
70,-1,65.159998,80.448855,937036.473387,550765.606386,3961.039600,3946.499952,4001.975820
