"OBJECTID","FEATURE_ID","HORIZ_ANG","ZENITH_ANG","VERTEX_X","VERTEX_Y","VERTEX_Z","DIST_2D","DIST_3D"
1,-1,90.000000,80.663370,940206.321706,554801.611765,4681.583900,4735.543022,4799.120815
2,-1,89.640000,80.638486,940236.626764,554889.211656,4698.153600,4823.238119,4888.342786
3,-1,89.279998,80.590035,940266.930837,554888.926223,4702.343800,4823.238304,4889.026309
4,-1,88.919999,80.550740,940297.232286,554888.450174,4705.742900,4823.238269,4889.583168
5,-1,88.560000,80.530602,940327.530125,554887.783837,4707.485200,4823.238323,4889.869565
6,-1,88.199998,80.511348,940357.823372,554886.926883,4709.151199,4823.238120,4890.143732
7,-1,87.840000,80.500853,940388.110385,554885.879970,4710.059400,4823.238267,4890.293678
8,-1,87.479998,80.501949,940418.390508,554884.642439,4709.964500,4823.238086,4890.277839
9,-1,87.119999,80.503915,940448.662101,554883.214949,4709.794400,4823.238168,4890.249854
10,-1,86.759998,80.509875,940478.924180,554881.597170,4709.278700,4823.238138,4890.164770
11,-1,86.399998,80.519229,940509.175431,554879.789431,4708.469300,4823.238252,4890.031495
12,-1,86.040001,80.529046,940539.414544,554877.791403,4707.619800,4823.238102,4889.891493
13,-1,85.680001,80.531133,940589.458079,555137.941801,4751.317700,5086.323800,5156.581495
14,-1,85.320000,80.511223,940621.317924,555135.434589,4753.134500,5086.324010,5156.880898
15,-1,84.959999,80.499977,940653.161364,555132.726917,4754.160800,5086.323891,5157.050071
16,-1,84.599998,80.484279,940693.240024,555217.125370,4770.293300,5174.019116,5246.205437
17,-1,84.239998,80.453525,940725.595274,555213.964287,4773.148800,5174.019092,5246.678235
18,-1,83.880000,80.450097,940757.929855,555210.600121,4773.467099,5174.019196,5246.731136
19,-1,83.520000,80.433347,940800.139745,555294.167867,4789.802700,5261.714579,5335.921601
20,-1,83.160000,80.425034,940832.976949,555290.333557,4790.587799,5261.714515,5336.052074
21,-1,82.799998,80.427456,940865.789548,555286.292883,4790.359000,5261.714349,5336.013858
22,-1,82.439998,80.431423,940898.575899,555282.046500,4789.984400,5261.714533,5335.951757
23,-1,82.080000,80.448034,940943.418329,555364.452503,4803.172500,5349.409490,5424.619104
24,-1,81.719998,80.460179,940976.694510,555359.716948,4802.006599,5349.409834,5424.426093
25,-1,81.360001,80.495375,941009.939850,555354.772076,4798.628100,5349.409786,5423.867140
26,-1,81.000000,80.546402,941043.153694,555349.618215,4793.731100,5349.409575,5423.060454
27,-1,80.640001,80.600091,941076.334402,555344.256021,4788.580200,5349.409596,5422.216827
28,-1,80.280001,80.609035,941020.645537,554820.067437,4700.700500,4823.238215,4888.757814
29,-1,79.919998,80.597298,941035.151086,554728.515455,4687.193499,4735.542997,4800.034054
30,-1,79.560002,80.583483,941064.429242,554723.215925,4688.366700,4735.543096,4800.225960
31,-1,79.200000,80.578582,941093.673934,554717.732340,4688.782900,4735.543072,4800.294049
