"OBJECTID","FEATURE_ID","HORIZ_ANG","ZENITH_ANG","VERTEX_X","VERTEX_Y","VERTEX_Z","DIST_2D","DIST_3D"
1,-1,90.000000,91.018357,935157.058511,651873.303120,1418.489600,105848.155101,105864.876232
2,-1,89.639999,90.986608,935822.668728,651958.907280,1475.649800,105935.850343,105951.557995
3,-1,89.280000,90.979609,936503.753324,653186.086256,1467.501600,107169.399880,107185.065755
4,-1,88.920000,90.980937,937183.536413,653520.413015,1459.110799,107514.364664,107530.123603
5,-1,88.560000,90.824132,935399.488472,555669.101500,3161.229600,9647.000105,9647.998147
6,-1,88.200000,90.679670,935460.061514,555666.864628,3185.563500,9646.476558,9647.155316
7,-1,87.840000,90.545485,935520.635868,555664.770472,3208.157800,9646.476534,9646.913730
8,-1,87.480000,90.385463,935581.195786,555662.295740,3235.101299,9646.476486,9646.694794
9,-1,87.119999,90.193035,935641.765547,555659.963395,3267.498100,9646.999960,9647.054711
10,-1,86.760000,89.878176,935702.263129,555656.205201,3320.510500,9646.476585,9646.498389
11,-1,86.399999,89.614541,935757.259410,555565.067259,3364.307900,9558.781315,9558.997632
12,-1,86.039999,89.406448,935811.132006,555473.621904,3398.118600,9471.086046,9471.594277
13,-1,85.679999,89.223791,935870.485234,555469.325653,3428.316400,9471.085939,9471.955129
14,-1,85.319999,89.057418,935929.852241,555465.169165,3455.832700,9471.600149,9472.881991
15,-1,84.959999,88.907381,935989.104747,555459.615043,3480.633500,9471.085943,9472.808317
16,-1,84.599998,88.734288,936031.860895,555279.588828,3505.383000,9295.695449,9297.964081
17,-1,84.239999,88.520040,936116.446356,555536.183131,3546.973199,9559.299866,9562.489722
18,-1,83.879999,88.247279,936148.083432,555267.865426,3584.451000,9295.695533,9300.046657
19,-1,83.519999,88.029229,936186.343198,555087.186325,3613.829700,9120.305106,9125.702948
20,-1,83.159999,87.854192,936243.261063,555080.540341,3641.728099,9120.305153,9126.705001
21,-1,82.799999,87.693419,936289.144830,554986.532983,3663.826100,9032.609806,9039.934144
22,-1,82.439998,87.536371,936345.428182,554979.242972,3688.627600,9032.609749,9040.966226
23,-1,82.080000,87.395684,936413.747927,555058.458365,3714.839000,9120.305043,9129.734688
