"OBJECTID","FEATURE_ID","HORIZ_ANG","ZENITH_ANG","VERTEX_X","VERTEX_Y","VERTEX_Z","DIST_2D","DIST_3D"
1,-1,90.000000,77.753548,941531.180277,553973.652463,4632.190100,9032.609887,9242.939967
2,-1,89.639999,77.725215,941587.382593,553885.780592,4617.787500,8944.914581,9154.186315
3,-1,89.279999,77.677653,941641.384453,553710.350168,4587.356600,8770.000034,8976.803921
4,-1,88.919998,77.579840,941694.828244,553621.800149,4583.734200,8682.299965,8890.364143
5,-1,88.560000,77.531814,941749.367177,553620.600676,4591.366299,8682.300060,8892.008863
6,-1,88.200000,77.491935,941803.897908,553619.058356,4597.705700,8682.299971,8893.379591
7,-1,87.839999,77.461454,941858.400095,553616.702718,4602.447799,8681.828822,8893.947913
8,-1,87.480000,77.445692,941912.903923,553614.475360,4604.954300,8681.828678,8894.492261
9,-1,87.119999,77.425406,941963.010122,553524.787219,4588.723600,8594.599997,8805.821749
10,-1,86.759999,77.418076,942016.934555,553521.904679,4589.877900,8594.600145,8806.073268
11,-1,86.399999,77.441776,942070.810432,553518.217679,4586.042200,8594.133664,8804.783192
12,-1,86.040000,77.492344,942124.691229,553514.657646,4578.082299,8594.133500,8803.055727
13,-1,85.679998,77.551144,942178.549061,553510.759360,4568.830700,8594.133586,8801.056826
14,-1,85.319999,77.621996,942232.419032,553506.987714,4557.790700,8594.600159,8799.139285
15,-1,84.959999,77.710851,942293.930720,553589.773310,4562.929099,8682.299899,8885.912568
16,-1,84.600000,77.808687,942348.212436,553584.341234,4547.304000,8681.828911,8882.139592
17,-1,84.239999,77.917364,942402.550910,553579.505942,4530.175800,8682.300162,8878.999112
18,-1,83.879999,78.036532,942456.810316,553573.860284,4511.298500,8682.299957,8875.066670
19,-1,83.520000,78.205563,942501.135686,553480.734486,4466.238500,8594.600131,8779.969499
20,-1,83.159999,78.386514,942554.717272,553474.008449,4437.834400,8594.133730,8773.750874
21,-1,82.799999,78.498264,942608.369396,553467.871651,4420.466300,8594.600076,8770.728009
22,-1,82.439999,78.589525,942661.862071,553460.472715,4406.120400,8594.133535,8767.421420
23,-1,82.079999,78.679087,942715.432830,553453.662362,4392.236999,8594.600032,8765.142762
24,-1,81.720000,78.767530,942768.828064,553445.591840,4378.350100,8594.133477,8761.969668
25,-1,81.360000,78.850946,942835.483771,553524.813466,4382.724200,8682.299827,8849.308596
26,-1,80.999999,78.932521,942889.317653,553515.983759,4369.794100,8681.828921,8846.355353
27,-1,80.639999,79.027451,942943.245038,553507.745915,4354.955600,8682.299982,8843.981320
28,-1,80.280000,79.131852,942997.042831,553498.704594,4338.546300,8682.299940,8840.872631
29,-1,79.919988,79.210388,941546.529000,545027.384267,2688.316300,87.695329,89.273578
